
# nouns using wiki-news fastTExt vectors

tehsil tehsils
pond ponds 
starter starters 
sacrament sacraments 
oath oaths 
square squares 
telegram telegrams 
podcast podcasts 
object objects 
contract contracts 
messenger messengers 
falcon falcons 
sentence sentences 
inhibitor inhibitors 
fraud frauds 
porter porters 
choir choirs 
pylon pylons 
contractor contractors 
capacitor capacitors 
hyphen hyphens 
resignation resignations 
company companies 
punk punks 
mutation mutations 
weaver weavers 
identifier identifiers 
jurist jurists 
fertilizer fertilizers 
Assessment Assessments 
biographer biographers 
refrigerator refrigerators 
trade-off trade-offs 
quirk quirks 
exercise exercises 
hallway hallways 
thug thugs 
fax faxes 
hunter hunters 
traveler travelers 
payment payments 
assignment assignments 
circumstance circumstances 
genre genres 
minister ministers 
countryman countrymen 
squad squads 
constituency constituencies 
entrepreneur entrepreneurs 
subheading subheadings 
handbag handbags 
candy candies 
resort resorts 
dealer dealers 
verse verses 
asteroid asteroids 
sub-section sub-sections 
infant infants 
picnic picnics 
concept concepts 
endeavour endeavours 
robe robes 
ingredient ingredients 
note notes 
loophole loopholes 
founder founders 
expansion expansions 
list lists 
sleeve sleeves 
residence residences 
pathologist pathologists 
bookstore bookstores 
slave slaves 
baron barons 
rationale rationales 
journalist journalists 
injustice injustices 
website websites 
item items 
booth booths 
wreath wreaths 
insecticide insecticides 
environment environments 
building buildings 
keeper keepers 
squadron squadrons 
aviator aviators 
teenager teenagers 
right-wing right-wingers 
reef reefs 
theorem theorems 
effect effects 
lorry lorries 
enthusiast enthusiasts 
sound sounds 
ecosystem ecosystems 
lieutenant lieutenants 
point points 
bloc blocs 
flag flags 
ref refs 
bull bulls 
blog blogs 
vocalist vocalists 
garden gardens 
paradox paradoxes 
slot slots 
modification modifications 
deficiency deficiencies 
bag bags 
faction factions 
choreographer choreographers 
headliner headliners 
uprising uprisings 
greenhouse greenhouses 
transmitter transmitters 
situation situations 
culture cultures 
type types 
conspiracy conspiracies 
reader readers 
storm storms 
borrower borrowers 
thinker thinkers 
wife wives 
quip quips 
labourer labourers 
claimant claimants 
t-shirt t-shirts 
colony colonies 
tune tunes 
mascot mascots 
reply replies 
explorer explorers 
phrase phrases 
dissertation dissertations 
job jobs 
demonstration demonstrations 
bastion bastions 
mortgage mortgages 
religion religions 
statement statements 
cyst cysts 
algorithm algorithms 
thrill thrills 
moment moments 
stranger strangers 
paper papers 
mosaic mosaics 
guru gurus 
tumour tumours 
impairment impairments 
parachute parachutes 
guardian guardians 
factoid factoids 
programme programmes 
prison prisons 
toilet toilets 
apartment apartments 
spelling spellings 
lagoon lagoons 
cheetah cheetahs 
doctor doctors 
tray trays 
syndrome syndromes 
babe babes 
hyperlink hyperlinks 
terrorist terrorists 
advisor advisors 
drawback drawbacks 
person people 
flier fliers 
scam scams 
timescale timescales 
transformer transformers 
feast feasts 
cyclone cyclones 
kid kids 
scan scans 
project projects 
frustration frustrations 
tweet tweets 
modifier modifiers 
oscillator oscillators 
adaptation adaptations 
node nodes 
animation animations 
foreigner foreigners 
pattern patterns 
coalition coalitions 
trolley trolleys 
fountain fountains 
disappointment disappointments 
voyage voyages 
screen screens 
stylist stylists 
radiator radiators 
provocation provocations 
sockpuppet sockpuppets 
larva larvae 
café cafés 
cinema cinemas 
pocket pockets 
drawer drawers 
comet comets 
tremor tremors 
takeaway takeaways 
miracle miracles 
woodland woodlands 
reactor reactors 
side sides 
reservoir reservoirs 
eruption eruptions 
sphere spheres 
basin basins 
seamount seamounts 
lagoon lagoons 
hedge hedges 
ridge ridges 
rectangle rectangles 
triangle triangles 
reservation reservations 
dimension dimensions 
thorn thorns 
island islands 
supernova supernovae 
crater craters 
ocean oceans 
river rivers 
angle angles 
edge edges 
collision collisions 
mountain mountains 
waterway waterways 
hedgehog hedgehogs 
planet planets 
lake lakes 
projection projections 
volcano volcanoes 
shrub shrubs 
plateau plateaus 
mount mounts 
glacier glaciers 
explosion explosions 
mangrove mangroves 
asteroid asteroids 
geyser geysers 
generator generators 
oxide oxides 
accelerator accelerators 
dam dams 
estuary estuaries 
flower flowers 
furnace furnaces 
proton protons 
conifer conifers 
vector vectors 
corner corners 
swedish swedes 
anglo-saxon anglo-saxons 
babylonian babylonians 
italian italians 
russian russians 
hungarian hungarians 
norwegian norwegians 
serb serbs 
german germans 
egyptian egyptians 
pakistani pakistanis 
persian persians 
greek greeks 
prussian prussians 
israeli israelis 
nazi nazis 
arab arabs 
phoenician phoenicians 
muslim muslims 
armenian armenians 
athenian athenians 
croatian croats 
sumerian sumerians 
mughal mughals 
azerbaijani azerbaijanis 
czech czechs 
hebrew hebrews 
tajik tajiks 
tatar tatars 
mongolian mongols 
habsburg habsburgs 
soviet soviets 
norman normans 
albanian albanians 
brazilian brazilians 
ukrainian ukrainians 
palestinian palestinians 
byzantine byzantines 
romanian romanians 
rajput rajputs 
ottoman ottomans 
ethiopian ethiopians 
belgian belgians 
frisian frisians 
etruscan etruscans 
saxon saxons 
jewish jews 
iranian iranians 
bolshevik bolsheviks 
barbarian barbarians 
pashtun pashtuns 
hindu hindus 
mexican mexicans 
austrian austrians 
parthian parthians 
syrian syrians 
roman romans 
non-muslim non-muslims 
kurdish kurds 
afghan afghans 
assyrian assyrians 
pagan pagans 
yugoslavian yugoslavia 
sikh sikhs 
russian russians 
armenian armenians 
dominican dominicans 
african-american african-americans 
american americans 
italian italians 
singaporean singaporeans 
belgian belgians 
indian indians 
hebrew hebrews 
etruscan etruscans 
parthian parthians 
african africans 
settler settlers 
catholic catholics 
byzantine byzantines 
politician politicians 
creationism creationists 
israeli israelis 
phoenician phoenicians 
muslim muslims 
sumerian sumerians 
assyrian assyrians 
norwegian norwegians 
syrian syrians 
athenian athenians 
hungarian hungarians 
korean koreans 
non-muslim non-muslims 
journalist journalists 
ottoman ottomans 
austrian austrians 
abolitionist abolitionists 
albanian albanians 
viking vikings 
pakistani pakistanis 
feminist feminists 
brazilian brazilians 
afghan afghans 
romanian romanians 
free-state free-staters 
mexican mexicans 
kurdish kurds 
babylonian babylonians 
missionary missionaries 
canadian canadians 
puritan puritans 
impressionist impressionists 
cuban cubans 
nationalist nationalists 
communist communists 
theologian theologians 
emigrant emigrants 
egyptian egyptians 
croatian croats 
activist activists 
czechoslovak czechs 
filipino filipinos 
asian asians 
mercian mercia 
immigrant immigrants 
dalmatian dalmatians 
anglo-saxon anglo-saxons 
lutheran lutherans 
azerbaijani azerbaijanis 
protestant protestants 
malaysian malays 
arab arabs 
pashtun pashtuns 
loyalist loyalists 
jewish jews 
indonesian indonesians 
greek greeks 
mughal mughals 
palestinian palestinians 
iranian iranians 
nazi nazis 
ethiopian ethiopians 
supporter supporters 
european europeans 
tajik tajiks 
ukrainian ukrainians 
habsburg habsburgs 
saxon saxons 
anglican anglicans 
german germans 
trader traders 
frisian frisians 
australian australians 
prussian prussians 
persian persians 
spanish spaniards 
christian christians 
bolshevik bolsheviks 
roman romans 
congregation congregations 
sonata sonatas 
prelude preludes 
cantata cantatas 


lawyer lawyers 
photographer photographers 
reformer reformers 
psychiatrist psychiatrists 
conservative conservatives 
semiconductor semiconductors 
manager managers 
linguist linguists 
african-american african-americans 
theorist theorists 
doctor doctors 
paleontologist paleontologists 
landowner landowners 
microprocessor microprocessors 
violinist violinists 
theologian theologians 
planter planters 
gymnast gymnasts 
blogger bloggers 
politician politicians 
worker workers 
cellist cellists 
broadcaster broadcasters 
geographer geographers 
geologist geologists 
guitarist guitarists 
publisher publishers 
supporter supporters 
attorney attorneys 
organist organists 
dancer dancers 
playwright playwrights 
rapper rappers 
economist economists 
philanthropist philanthropic 
leader leaders 
entrepreneur entrepreneurs 
settler settlers 
pastor pastors 
producer producers 
architect architects 
surgeon surgeons 
excavation excavations 
educator educators 
engineer engineers 
programmer programmers 
actress actresses 
activist activists 
meteorologist meteorologists 
scholar scholars 
merchant merchants 
physician physicians 
libertarian libertarians 
chemist chemists 
manufacturer manufacturers 
thinker thinkers 
baptist baptists 
painter painters 
accountant accountants 
sculptor sculptors 
archaeologist archaeologists 
performer performers 
actor actors 
extremist extremists 
communist communists 
fundamentalist fundamentalists 
calculator calculators 
investigator investigators 
novelist novelists 
pianist pianists 
editor editors 
farmer farmers 
teacher teachers 
director directors 
member members 
firefighter firefighters 
executive executives 
singer singers 
immigrant immigrants 
biologist biologists 
therapist therapists 
animator animators 
dentist dentists 
researcher researchers 
writer writers 
physiologist physiological 
impressionist impressionists 
naturalist naturalists 
translator translators 
poet poets 
composer composers 
feminist feminists 
mathematician mathematicians 
historian historians 
conductor conductors 
anarchist anarchists 
capitalist capitalists 
commentator commentators 
artist artists 
psychologist psychologists 
revolutionary revolutionaries 
officer officers 
unionist unionists 
collaborator collaborators 
examination examinations 
comedian comedians 
analyst analysts 
botanist botanists 
presenter presenters 
socialist socialists 
abolitionist abolitionists 
nationalist nationalists 
filmmaker filmmakers 
preacher preachers 
scientist scientists 
physicist physicists 
philosopher philosophers 
company companies 
technician technicians 
anthropologist anthropologists 
loyalist loyalists 
archer archers 
separatist separatists 
songwriter songwriters 
republican republicans 
vocalist vocalists 
gardener gardeners 
musician musicians 
soldier soldiers 
capacitor capacitors 
entertainer entertainers 
designer designers 
shooter shooters 
sociologist sociologists 
professor professors 
printer printers 
specialist specialists 
contractor contractors 
minister ministers 
commander commanders 
contributor contributors 
journalist journalists 
astronomer astronomers 
insulator insulators 
asteroid asteroids 
opioid opioids 
steroid steroids 


qualifier qualifiers qualifies 
identifier identifiers identifies 

attacker hacker cracker 
attackers hackers crackers 

population density elevation 
populations densities elevations 



burials burial 
professions profession 
instructors instructor 
subgroups subgroup 
resistors resistor 
classifications classification 
officers officer 
developments development 
areas area 
battalions battalion 
agencies agency 
ambassadors ambassador 
establishments establishment 
contexts context 
drivers driver 
databases database 
organizations organization 
projections projection 
towns town 
injections injection 
institutions institution 
phoenicians phoenician 
interpretations interpretation 
discussions discussion 
amendments amendment 
applications application 
lectures lecture 
achievements achievement 
junctions junction 
implications implication 
accomplishments accomplishment 
