

#----------
# sport
#----------

football hockey basketball 

movies films 
movie's film's 

australia australian 
tasmania tasmanian 

australia australian 
victoria victorian 

public republic 
public's republic's 

western southern 
westerners southerners 



passed passing 
surpassed surpassing 

port ports 
import imports 

port import 
ported imported 



chicago boston toronto montreal edmonton vancouver philadelphia
blackhawks bruins leafs canadiens oilers canucks flyers






illustrator printmaker cartographer 
illustration printmaking cartography 



testicles ovaries pancreas 
testicular ovarian pancreatic 





modification modifications modifying 
specification specifications specifying 

renovated renovation renovations 
excavated excavation excavations 

simulation simulate simulated 
stimulation stimulate stimulated 


paleontologist zoologist microbiologist 
paleontology zoology microbiology 


wreck wrecked wrecks 
shipwreck shipwrecked shipwrecks 


modernized romanized urbanized 
modernization romanization urbanization 


proceeds proceeded proceeding 
exceeds exceeded exceeding 


elimination eliminate eliminating 
domination dominate dominating 

demonstration demonstrate demonstrates 
illustration illustrate illustrates 


attending pretending intending 
attends pretends intends 

counter countered counters 
encounter encountered encounters 

attractive attracts attracting 
interactive interacts interacting 

carnivorous herbivorous insectivorous 
carnivores herbivores insectivores 

botanical botany botanist 
zoological zoology zoologist 

realize realise realises 
specialize specialise specialises 

bedford worcester gloucester 
bedfordshire worcestershire gloucestershire 

socialism nationalism separatism 
socialists nationalists separatists 

loaded uploaded reloaded 
loading uploading reloading 

washing crashing flashing 
washes crashes flashes 

relating violating regulating 
relates violates regulates 

imported transported exported 
importing transporting exporting 

tracking tracked tracker 
cracking cracked cracker 

emigrated emigrants emigrant 
migrated migrants migrant 

feminism anarchism republicanism 
feminists anarchists republicans 

husband's daughter's uncle's 
husbands daughters uncles 

leicester worcester hereford 
leicestershire worcestershire herefordshire 

wetlands grasslands uplands 
wetland grassland upland 

regulate regulated regulating 
stimulate stimulated stimulating 

regulate regulated regulating 
circulate circulated circulating 

bulldogs wildcats badgers 
bulldog wildcat badger 

attraction attractions attracting 
contraction contractions contracting 


operates generates accelerates 
operators generators accelerators 

consisting assisting resisting 
consisted assisted resisted 

contributions contributing contributors 
distributions distributing distributors 

consisted consist consistent 
persisted persist persistent 

archaeological archaeologists archaeology 
geological geologists geology 

viewed viewing viewer 
reviewed reviewing reviewer 

photographer photography photographic 
geographer geography geographic 


immigration migration emigration 
immigrated migrated emigrated 

exhibition exhibits exhibited 
prohibition prohibits prohibited 

immigrants immigrant immigrated 
emigrants emigrant emigrated 

immigrants immigrant immigrated 
migrants migrant migrated 

threatened threatening threaten 
frightened frightening frighten 

syria syrian syrians 
assyria assyrian assyrians 

determined determine determines 
examined examine examines 

rising rises risen 
arising arises arisen 

solve solved solving 
resolve resolved resolving 

collections collecting collective 
reflections reflecting reflective 

collections collecting collects 
selections selecting selects 

publishing publish publishes 
establishing establish establishes 

breeding breeders breeder 
feeding feeders feeder 

mw.ustring.gsub mw.ustring.find mw.ustring.sub 
string.gsub string.find string.sub 

generated generate generating 
regenerated regenerate regeneration 

generated generating generators 
accelerated accelerating accelerators 

migration migrate migrant 
emigration emigrate emigrant 

interaction interactions interacting 
contraction contractions contracting 

functional functioning functioned 
positional positioning positioned 

generate generator generating 
accelerate accelerator accelerating 

qualifying qualifications qualifies 
specifying specifications specifies 

rains raining rained 
drains draining drained 

conclusion conclude concluding 
exclusion exclude excluding 


romania romanian romanians 
hungary hungarian hungarians 

romania romanian romanians 
croatia croatian croats 

operated operate operative 
cooperated cooperate cooperative 

armenian armenia armenians 
albanian albania albanians 

armenian armenia armenians 
assyrian assyria assyrians 

armenian armenia armenians 
syrian syria syrians 

executed execution executions 
prosecuted prosecution prosecutions 

constitutional constitutions constituted 
institutional institutions instituted 

representing presenting implementing 
representations presentations implementations 

presidency presidents presided 
residency residents resided 

involves involving involve 
revolves revolving revolve 


distribution distributions distributes 
contribution contributions contributes 

distribution distributor distributing 
contribution contributor contributing 

mentioned questioned functioned 
mentioning questioning functioning 


organizations associations corporations 
organization's association's corporation's 

succeeded succeeding succeeds 
proceeded proceeding proceeds 

biology geology palaeontology 
biologists geologists palaeontologists 

biology biological biologically 
geology geological geologically 


singapore indonesia malaysia 
singaporeans indonesians malays 

iran iranian iranians 
armenia armenian armenians 


accident accidents accidental 
incident incidents incidental 


discovery discover discovers 
recovery recover recovers 


belgium norway hungary 
belgians norwegians hungarians 

muslims buddhists jains 
islam buddhism jainism 

novels poems essays 
novelist poet essayist 

biology biological biologists 
psychology psychological psychologists 


construction constructed construct 
reconstruction reconstructed reconstruct 

refers reference references 
prefers preference preferences 

describe explain predict 
descriptions explanations predictions 

operating operate operators 
generating generate generators 

represented representing representation 
presented presenting presentation 

represented represents representations 
presented presents presentations 


agreed agreement agreements 
disagreed disagreement disagreements 

jews muslims hindus 
judaism islam hinduism 

memorial cemetery basilica 
memorials cemeteries basilicas 

belgian belgium belgians 
austrian austria austrians 


produce producing productive 
reproduce reproducing reproductive 




appear appears appearance 
disappear disappears disappearance 

honor honored honors 
honour honoured honours 

historical geographical economical 
historians geographers economists 

poet poetry poets 
scholar scholarly scholars 

literature philosophy astronomy 
writers philosophers astronomers 



ireland wales tasmania 
irish welsh tasmanian 

production produce produces 
introduction introduce introduces 


damage deaths casualties 
damaged killed wounded 


organization organizations organizational 
institution institutions institutional 

organization organized organised 
reorganization reorganized reorganised 



jewish protestant anglican 
jews protestants anglicans 





help protect prevent 
helps protects prevents 

help bring send 
helps brings sends 

australia australian australians 
malaysia malaysian malays 

russian russia russians 
hungarian hungary hungarians 

russian russia russians 
romanian romania romanians 

pakistan pakistan's pakistanis 
afghanistan afghanistan's afghans 

discovered discovery discovering 
recovered recovery recovering 

russia russians russia's 
austria austrians austria's 

soldiers soldier soldier's 
officers officer officer's 

hurricane cyclone typhoon 
hurricanes cyclones typhoons 

africa asia australasia 
african asian australasian 

greek greece greeks 
babylonian babylonia babylonians 


director directors directorial 
editor editors editorial 

storm cyclone typhoon 
storms cyclones typhoons 


take carry collect 
taken carried collected 

europe asia eurasia 
european asian eurasian 

killed kill killing 
injured injure injuring 

political politics politically 
cultural culture culturally 

attack capture recapture 
attacked captured recaptured 

canada canadian canadian-american 
britain british british-american 


government governments government's 
parliament parliaments parliament's 



used use uses 
made make makes 

made created formed 
make create form 

music piano violin 
musicians pianists violinists 

music pop rap 
composer singer rapper 

national nationals nationally 
international internationals internationally 
